Config,Depth,Input,Target,Pred,Correct,Reasoning
L4H8R4,depth5,(((72 + (20 + 4)) - ((77 + 14) + 77)) - (((17 - 71) + (4 + 66)) - 20)) + ((((4 - 29) + (31 - 84)) - ((72 - 58) - (61 + 83))) - (((5 + 72) + (19 - 61)) - (52 - (87 - 16)))),-70,,,...
L4H8R4,depth5,((((23 - 74) + (65 + 19)) - ((22 + 36) - (70 - 59))) - 90) + (96 + (((20 - 50) + (79 + 98)) + ((10 - 53) + (86 - 44)))),138,,,...
L4H8R4,depth5,((((69 + 29) + (5 - 82)) + ((56 - 21) - (87 - 23))) - (((5 - 42) + (87 - 70)) - (47 + (95 - 51)))) + ((((22 - 37) - (51 - 96)) + ((38 + 76) - 89)) - (((37 + 38) - (99 + 38)) - ((19 + 94) + (60 + 68)))),461,,,...
L4H8R4,depth5,((((33 - 70) + (78 + 10)) + ((66 - 41) - (57 + 2))) - (((77 - 80) - 41) - ((52 - 23) - (77 - 70)))) - ((((64 - 97) + (74 + 14)) - 56) + (((16 - 91) + (24 + 53)) - 50)),132,,,...
L4H8R4,depth5,((4 + ((63 - 26) - (95 + 22))) - (((89 - 67) - (9 - 18)) + ((86 - 8) - (43 - 62)))) - (((40 - (36 + 53)) - ((99 - 17) + (89 + 69))) + (((45 + 24) + (44 - 28)) + 68)),-68,,,...
L2H2R32,depth5,((((91 + 61) - (95 - 81)) + ((64 - 81) - (88 + 14))) - 65) + ((((49 + 58) - (17 - 55)) + ((40 - 60) - (3 - 88))) - (((46 - 53) - (22 - 39)) - (61 - (35 + 65)))),115,,,...
L2H2R32,depth5,15 - ((((61 + 5) + (19 + 82)) - ((15 + 13) - (13 - 57))) - (((65 + 57) - (31 - 55)) + ((18 + 27) - (42 + 12)))),57,,,...
L2H2R32,depth5,((((81 - 84) + (42 - 66)) - 4) - (((35 - 30) + (37 - 81)) + ((68 + 6) + (28 + 47)))) + ((((76 - 31) + (4 + 51)) - (67 + (57 - 41))) - (((34 + 68) + (55 - 27)) - ((80 + 33) - (32 - 74)))),-99,,,...
L2H2R32,depth5,((((2 - 37) + (81 - 54)) + (17 - (5 - 35))) - (((58 - 9) + (52 + 90)) - ((2 - 92) + (90 + 30)))) + 78,-44,,,...
L2H2R32,depth5,((((25 + 37) + (80 - 18)) + ((61 + 44) - (77 + 30))) + (((92 - 98) + (35 - 12)) + ((87 - 47) - (87 + 67)))) - ((((27 + 76) + 67) + ((34 - 49) + (30 + 76))) + 31),-267,,,...
L2H2R32,depth5,(84 + (((82 - 7) - (82 - 8)) - (62 + (15 - 49)))) + (((22 - (27 - 29)) + ((8 - 58) - (68 + 79))) - (((49 - 59) - (19 - 24)) - ((78 + 51) - (88 - 29)))),-41,,,...
L2H2R32,depth5,((((13 - 35) + (41 + 32)) + ((10 + 30) + (80 + 31))) + (((60 - 66) - (90 - 38)) + ((29 - 22) - 24))) + ((((33 - 23) - (56 + 82)) + 98) - ((16 - (90 - 56)) - ((10 + 13) + (73 - 98)))),113,,,...
L2H2R32,depth5,((((40 - 14) + (99 - 48)) + (34 + (37 + 57))) + (((19 + 9) - (85 + 73)) + 17)) + ((((46 - 70) + (80 + 88)) - ((61 + 20) + (56 + 97))) + (((67 - 88) - (42 + 20)) - ((83 - 4) - (45 + 91)))),-24,,,...
L2H2R32,depth5,((((94 - 93) - (71 - 74)) - (45 + (1 + 3))) - (((55 + 20) - (57 - 72)) - ((12 - 0) + (76 - 43)))) - (((32 - (47 - 87)) + ((36 - 11) + (4 + 1))) - (((98 - 84) - (80 - 88)) - ((81 + 35) + (80 + 79)))),-445,,,...
L2H2R32,depth5,((((24 + 89) - (5 + 23)) - ((71 + 16) + (14 - 95))) + (((87 - 63) + (2 + 3)) - ((90 - 57) + (51 - 56)))) - ((((57 - 43) - (64 + 73)) - ((66 + 92) + (56 + 29))) + (((32 + 43) - (25 - 94)) + ((76 + 65) - (89 - 81)))),169,,,...
L6H16R4,depth5,(98 - (((45 - 54) - (24 + 63)) + ((64 - 58) + (29 - 7)))) - (((3 - (40 + 90)) + ((26 + 6) + (75 - 59))) + (((34 - 31) + (49 - 99)) + ((46 - 91) - (41 - 38)))),340,,,...
L6H16R4,depth5,((((15 - 52) + (66 - 8)) + ((40 - 75) - 34)) + (((94 + 79) + (28 - 55)) + 10)) + ((((92 + 2) + (54 - 58)) - ((30 + 38) - (78 - 25))) - (((84 - 92) - (78 + 33)) + ((80 - 52) + (30 - 61)))),305,,,...
L6H16R4,depth5,((((29 + 76) - (26 - 44)) + ((3 - 92) - (95 - 17))) + (((18 - 86) + (44 + 38)) + ((97 + 33) - (72 - 72)))) - ((((32 - 71) - (52 - 65)) + ((80 - 2) + (15 + 22))) + 34),-23,,,...
L6H16R4,depth5,19 - ((((49 + 65) - 85) + ((8 + 76) + (20 - 8))) - (((55 - 62) + (25 - 27)) + 64)),-51,,,...
L6H16R4,depth5,((((25 + 64) - 63) - ((32 + 23) - (20 - 63))) + 9) + ((((21 - 11) + (23 + 23)) - ((26 - 3) - (66 - 30))) + 33),39,,,...
L6H16R4,depth5,12 - (((83 - (31 + 95)) + (77 + (77 + 56))) - (((18 - 3) - (2 - 92)) + ((27 + 96) - (34 - 87)))),126,,,...
L6H16R4,depth5,((((80 - 25) - (44 - 26)) + ((52 - 19) - (98 - 85))) + (18 - ((84 - 20) + (17 - 51)))) - (((76 - (58 + 91)) - ((29 + 28) - (26 + 85))) + (((11 + 61) + 59) + (90 - (8 - 29)))),-178,,,...
L6H16R4,depth5,((((32 + 46) - (36 + 1)) - ((9 - 51) + (28 + 70))) - (((7 + 33) - (22 - 33)) + ((30 - 74) + (47 - 31)))) + 9,-29,,,...
L6H16R4,depth5,((((26 + 83) - (44 - 84)) - (90 - (62 - 21))) - (((1 + 50) - (39 - 29)) + ((80 - 27) + (75 + 4)))) + ((((27 + 63) - (42 + 85)) + 14) + (((83 + 46) + (4 - 88)) - ((65 + 44) + (54 + 88)))),-302,,,...
L6H16R4,depth5,(63 + (((21 + 7) - (97 + 3)) - ((11 + 71) - (10 + 21)))) - ((((22 - 60) + (84 + 95)) + (26 + (15 - 72))) - (((60 + 58) + (12 - 83)) + ((44 - 49) - (99 - 7)))),-220,,,...
L8H4R4,depth3,41 + ((96 - 56) + (47 + 93)),221,,,...
L8H4R4,depth3,((30 + 61) + (46 - 51)) + ((87 + 87) + 33),293,,,...
L8H4R4,depth3,((99 - 39) - (70 + 14)) - ((0 + 2) - (50 + 24)),48,,,...
L8H4R4,depth3,((40 - 62) - (84 + 23)) + ((19 - 46) + (14 - 96)),-238,,,...
L8H4R4,depth3,((91 - 56) + (74 - 33)) + (7 - (0 + 52)),31,,,...
L8H4R4,depth3,95 - ((34 + 22) + (96 + 54)),-111,,,...
L8H4R4,depth3,((88 - 66) + 69) + ((43 - 38) - (84 + 31)),-19,,,...
L8H4R4,depth3,((0 + 35) - (68 - 92)) + ((42 + 69) + (87 + 49)),306,,,...
L8H4R4,depth3,((83 + 96) + (25 - 55)) - ((63 + 34) - 72),124,,,...
L8H4R4,depth3,((2 - 16) + (86 - 74)) - ((27 - 29) + 25),-25,,,...
L8H8R16,depth2,(98 - 40) - (55 + 86),-83,,,...
L8H8R16,depth2,(69 + 51) + (61 - 14),167,,,...
L8H8R16,depth2,(39 - 84) - (46 + 99),-190,,,...
L8H8R16,depth2,99 - (15 - 76),160,,,...
L8H8R16,depth2,(62 - 26) - (89 - 18),-35,,,...
L8H8R16,depth2,(4 + 68) - 9,63,,,...
L8H8R16,depth2,(86 + 14) + 81,181,,,...
L8H8R16,depth2,(71 - 11) - (59 + 42),-41,,,...
L8H8R16,depth2,(71 - 43) + (77 + 56),161,,,...
L8H8R16,depth2,(59 - 21) - (70 - 35),3,,,...
L2H16R16,depth4,(((94 - 15) - (70 + 54)) + ((19 + 88) - 44)) + (((85 + 43) - 82) + ((57 - 27) + (63 - 31))),126,,,...
L2H16R16,depth4,(((36 + 59) - (83 + 56)) + ((58 - 66) - (69 + 42))) - (((39 + 50) + (69 - 50)) - 78),-193,,,...
L2H16R16,depth4,44 - (((59 + 14) + (18 + 94)) + ((38 - 21) + (13 + 94))),-265,,,...
L2H16R16,depth4,(80 - ((61 + 58) + (74 - 73))) - (((34 - 30) + (61 - 40)) + ((15 - 12) - 9)),-59,,,...
L2H16R16,depth4,(((32 - 14) - (24 - 20)) - 14) - (((81 - 54) - (14 - 75)) - (3 + (25 - 60))),-120,,,...
L2H16R16,depth4,(((19 - 14) + (48 + 39)) + ((59 + 76) - (5 - 23))) + 66,311,,,...
L2H16R16,depth4,(((28 + 6) + (89 - 24)) - ((77 + 43) + (61 + 48))) - (67 - ((47 - 2) + (30 + 90))),-32,,,...
L2H16R16,depth4,(((13 + 33) - (44 + 98)) + ((17 + 75) - (55 + 51))) + (((87 - 29) - (85 + 26)) + ((91 + 70) - (34 - 28))),-8,,,...
L2H16R16,depth4,(((87 + 20) - (55 + 56)) - ((37 - 96) + (87 + 36))) + (((88 - 60) + (43 - 42)) - 77),-116,,,...
L2H16R16,depth4,(((32 + 81) + (39 - 15)) - ((99 + 78) - (52 - 65))) + (((93 - 13) + (5 - 66)) + 31),-3,,,...
L6H16R4,depth3,((31 - 67) - (49 + 27)) - 32,-144,,,...
L6H16R4,depth3,((1 - 73) - (73 + 41)) - ((38 - 22) + (43 - 51)),-194,,,...
L6H16R4,depth3,(55 + (1 - 61)) - ((62 - 30) + (46 - 88)),5,,,...
L6H16R4,depth3,((85 + 64) - 55) + ((61 + 63) + (15 + 98)),331,,,...
L6H16R4,depth3,((0 + 70) + 17) + (98 - (16 + 89)),80,,,...
L6H16R4,depth3,((50 + 92) - (42 - 56)) - ((78 + 94) - (23 + 76)),83,,,...
L6H16R4,depth3,(28 - (96 - 20)) - 41,-89,,,...
L6H16R4,depth3,((40 - 80) + (48 + 64)) + ((73 - 48) + (81 - 28)),150,,,...
L6H16R4,depth3,((7 + 15) - (77 + 20)) + ((48 - 61) - (69 + 43)),-200,,,...
L6H16R4,depth3,((62 + 29) + 10) + ((9 - 50) - (10 + 7)),43,,,...
L2H16R8,depth5,((((10 + 92) + (93 + 22)) - ((48 - 32) + 77)) + (3 - ((98 - 71) + (25 - 50)))) - (37 - (((89 - 34) - (55 - 82)) + (38 + (67 - 71)))),204,,,...
L2H16R8,depth5,((((27 - 82) - (86 - 32)) - ((54 + 98) + (7 + 53))) + (((47 - 86) + (54 - 33)) - (3 - (52 - 34)))) - ((((36 - 76) - (52 - 24)) + ((91 + 62) + (4 - 19))) + 35),-429,,,...
L2H16R8,depth5,((((67 - 60) + (51 + 88)) + (40 - (15 + 96))) - (((94 - 42) - (31 + 7)) + ((55 - 17) - (21 + 65)))) - 35,74,,,...
L2H16R8,depth5,((((65 + 27) + (80 - 62)) + ((12 - 47) + (38 - 43))) + (((48 - 17) - 96) + ((53 + 85) - (50 - 17)))) - ((((16 + 67) - (58 - 82)) - ((85 + 26) - (36 - 19))) - (((54 + 96) + (82 + 12)) - ((18 - 18) + (25 - 66)))),382,,,...
L2H16R8,depth5,((((6 - 64) + 56) - ((86 - 86) + 17)) - 60) + ((34 - ((36 + 85) - (0 - 71))) - (((4 + 95) + (3 - 48)) - ((98 + 80) - (19 - 91)))),-41,,,...
L2H16R8,depth5,((((32 + 32) + (76 - 98)) + ((99 - 47) + (64 - 55))) - (((89 - 31) + (23 - 25)) - (15 + (78 - 69)))) + ((((66 + 84) + (67 - 44)) - ((90 - 61) + (29 - 1))) + (((78 - 67) - (93 + 90)) + ((14 + 52) - (25 + 34)))),22,,,...
L2H16R8,depth5,((((74 + 54) - (42 - 28)) - 15) - (((85 - 12) - 52) + 86)) - ((((3 - 40) + (43 - 30)) + ((70 - 43) - (82 - 88))) - (50 + ((75 + 30) - (62 + 5)))),71,,,...
L2H16R8,depth5,((((6 + 73) + (64 - 85)) - ((78 - 13) - (75 + 30))) + (((79 - 74) - (3 - 23)) - ((16 - 29) + (85 - 69)))) + (40 - (((20 + 83) - (75 + 63)) + (17 - (98 - 1)))),275,,,...
L2H16R8,depth5,(((91 + (87 - 17)) + ((1 - 28) + (39 + 97))) - (((97 - 23) - (45 + 63)) + ((59 + 91) - (29 + 29)))) + ((((51 - 16) + (82 - 82)) - ((45 + 76) + 38)) + ((37 + (22 + 56)) - ((23 - 55) + (94 - 68)))),209,,,...
L2H16R8,depth5,(((95 - (50 - 43)) - (59 - (77 - 45))) + (((17 + 75) + (68 + 26)) + 11)) + ((((54 + 93) - (7 + 83)) + ((98 - 16) - (9 - 54))) + (4 + ((37 + 27) - (92 + 75)))),343,,,...
L4H16R16,max,61 + 5,66,,,...
L4H16R16,max,((((26 + 40) + (72 + 10)) - 83) - ((77 - (88 + 82)) - 22)) + (((2 + (74 + 90)) - ((40 - 21) - 16)) - 33),310,,,...
L4H16R16,max,99,99,,,...
L4H16R16,max,((((5 + 11) - 12) - 34) + ((97 + 82) - ((29 - 32) - (72 - 43)))) + ((((49 - 44) - 96) - ((86 - 3) + (42 + 92))) - (10 + ((0 + 12) + (62 + 72)))),-283,,,...
L4H16R16,max,75 + ((((44 - 20) + 99) - ((86 - 47) - (81 - 69))) + 87),258,,,...
L4H16R16,max,59 + 52,111,,,...
L4H16R16,max,(((75 + (65 - 85)) - 46) - 43) - (50 + 52),-136,,,...
L4H16R16,max,46 - 34,12,,,...
L4H16R16,max,81 + (((55 - (58 - 28)) - ((51 + 55) - (90 - 6))) + (((21 + 63) - (50 + 88)) - ((11 + 15) + (74 + 6)))),-76,,,...
L4H16R16,max,46,46,,,...
L4H4R16,depth5,((((7 - 46) - (3 - 34)) - ((98 - 37) + (57 + 50))) - (((47 + 49) + (39 + 8)) + ((61 + 40) - 39))) + 29,-352,,,...
L4H4R16,depth5,((((5 + 1) + (51 - 75)) + ((31 + 85) + (31 - 41))) - (((35 - 73) - (45 + 53)) - ((52 - 42) - 69))) - ((95 - ((99 - 22) - (96 - 9))) + (((72 - 33) + (80 + 80)) - ((40 - 9) - 1))),-109,,,...
L4H4R16,depth5,((((44 - 8) - (52 + 88)) + 91) - (((14 + 19) - (76 - 45)) + ((65 - 19) + 27))) + ((17 - ((22 + 67) + (48 - 43))) + (((71 - 21) + 90) + ((20 - 65) - (82 + 40)))),-192,,,...
L4H4R16,depth5,((((97 - 38) - (38 + 97)) + ((87 + 91) + (46 + 11))) - (((89 - 82) + (20 + 37)) - ((50 + 90) - (33 + 30)))) + ((((99 + 95) + 53) - ((23 - 55) + (43 + 5))) + (((37 + 53) - (95 - 96)) - ((93 - 29) + (83 - 32)))),379,,,...
L4H4R16,depth5,((88 + ((67 - 5) + (3 + 66))) - ((61 + (41 + 41)) + ((40 + 42) + (43 + 24)))) - ((((32 + 31) + 50) - ((94 - 92) + (75 + 78))) - (((71 - 47) + (9 + 24)) + ((95 + 69) + (71 + 52)))),313,,,...
L4H4R16,depth5,((((99 + 84) + (13 + 49)) + ((41 - 12) + (45 + 18))) + 31) + 13,381,,,...
L4H4R16,depth5,((((28 - 12) + (41 + 41)) - (88 - (11 - 48))) - (((0 + 84) + (42 + 71)) - ((98 + 33) + (5 - 8)))) - ((((75 + 97) + (91 + 43)) + ((57 - 40) - (53 + 60))) + (((60 + 6) + (52 - 8)) + ((6 + 14) - (14 - 0)))),-422,,,...
L4H4R16,depth5,((42 + ((81 + 44) - (8 - 84))) + (((64 - 49) + (35 - 22)) - 71)) + ((((11 - 51) - (20 + 30)) - ((83 - 48) - (77 + 59))) - (((55 - 51) + (35 - 66)) - ((77 + 39) - (9 - 4)))),349,,,...
L4H4R16,depth5,(35 - (((91 + 97) + (41 - 4)) - 71)) + (46 - (((74 + 88) - (26 - 4)) - (69 - (37 + 41)))),-222,,,...
L4H4R16,depth5,(71 - (((10 + 56) + 65) - (83 + (93 + 11)))) + ((((15 - 16) - (26 - 77)) + ((89 - 4) - (97 + 91))) - 96),-22,,,...
L2H16R4,depth2,(2 + 74) - (41 + 89),-54,,,...
L2H16R4,depth2,69 + (23 + 51),143,,,...
L2H16R4,depth2,(97 - 87) - (17 + 36),-43,,,...
L2H16R4,depth2,(48 + 33) - (48 + 64),-31,,,...
L2H16R4,depth2,(31 - 55) + (73 + 34),83,,,...
L2H16R4,depth2,(40 - 95) - 1,-56,,,...
L2H16R4,depth2,(43 + 63) - 19,87,,,...
L2H16R4,depth2,49 - (33 + 5),11,,,...
L2H16R4,depth2,(39 + 5) - (83 + 97),-136,,,...
L2H16R4,depth2,28 - (94 - 95),29,,,...
L2H4R32,depth3,((17 - 64) - (84 + 92)) - ((67 - 84) - (40 + 83)),-83,,,...
L2H4R32,depth3,(27 - (82 - 29)) - (15 + (49 + 60)),-150,,,...
L2H4R32,depth3,((50 - 82) - (84 - 45)) + ((41 - 85) - (90 + 82)),-287,,,...
L2H4R32,depth3,((80 - 25) - (1 - 2)) + ((28 + 69) + (54 + 26)),233,,,...
L2H4R32,depth3,((59 + 21) - (68 - 91)) + ((76 + 69) - (34 + 93)),121,,,...
L2H4R32,depth3,((64 - 42) + (92 - 58)) + 82,138,,,...
L2H4R32,depth3,((25 - 3) - (87 - 61)) - ((73 - 98) + (10 + 15)),-4,,,...
L2H4R32,depth3,((85 - 60) - (46 - 10)) - (7 + (33 + 45)),-96,,,...
L2H4R32,depth3,((74 - 74) - (70 - 95)) - ((68 - 52) + 50),-41,,,...
L2H4R32,depth3,38 - ((75 + 63) - (59 + 35)),-6,,,...
L2H16R8,depth1,92 + 77,169,,,...
L2H16R8,depth1,19 + 45,64,,,...
L2H16R8,depth1,46 - 29,17,,,...
L2H16R8,depth1,3 + 48,51,,,...
L2H16R8,depth1,76 - 94,-18,,,...
L2H16R8,depth1,8 + 57,65,,,...
L2H16R8,depth1,25 + 14,39,,,...
L2H16R8,depth1,9 + 88,97,,,...
L2H16R8,depth1,75 - 0,75,,,...
L2H16R8,depth1,87 + 79,166,,,...
L4H2R4,depth1,94 - 37,57,,,...
L4H2R4,depth1,83 + 83,166,,,...
L4H2R4,depth1,45 + 70,115,,,...
L4H2R4,depth1,88 - 55,33,,,...
L4H2R4,depth1,10 + 6,16,,,...
L4H2R4,depth1,84 - 86,-2,,,...
L4H2R4,depth1,36 - 0,36,,,...
L4H2R4,depth1,0 + 28,28,,,...
L4H2R4,depth1,87 + 15,102,,,...
L4H2R4,depth1,90 + 54,144,,,...
L2H2R8,depth2,(1 - 56) - 24,-79,,,...
L2H2R8,depth2,56 - (34 + 92),-70,,,...
L2H2R8,depth2,(57 + 56) + (33 + 14),160,,,...
L2H2R8,depth2,(2 - 34) - (67 + 78),-177,,,...
L2H2R8,depth2,(72 + 83) - (23 - 52),184,,,...
L2H2R8,depth2,(8 - 77) - (77 + 90),-236,,,...
L2H2R8,depth2,(59 + 86) - (77 + 83),-15,,,...
L2H2R8,depth2,(45 - 59) + (1 - 79),-92,,,...
L2H2R8,depth2,(12 + 71) + (62 - 95),50,,,...
L2H2R8,depth2,(91 + 3) + (38 + 71),203,,,...
L6H16R16,depth1,6 - 81,-75,,,...
L6H16R16,depth1,30 - 70,-40,,,...
L6H16R16,depth1,54 + 93,147,,,...
L6H16R16,depth1,23 - 17,6,,,...
L6H16R16,depth1,63 + 38,101,,,...
L6H16R16,depth1,23 - 50,-27,,,...
L6H16R16,depth1,19 - 84,-65,,,...
L6H16R16,depth1,73 - 22,51,,,...
L6H16R16,depth1,67 - 70,-3,,,...
L6H16R16,depth1,84 + 58,142,,,...
L6H2R8,depth1,71 + 20,91,,,...
L6H2R8,depth1,80 - 96,-16,,,...
L6H2R8,depth1,90 - 21,69,,,...
L6H2R8,depth1,62 - 2,60,,,...
L6H2R8,depth1,10 + 97,107,,,...
L6H2R8,depth1,4 - 1,3,,,...
L6H2R8,depth1,77 - 32,45,,,...
L6H2R8,depth1,63 - 0,63,,,...
L6H2R8,depth1,47 - 12,35,,,...
L6H2R8,depth1,2 - 33,-31,,,...
L8H16R32,depth1,97 + 57,154,,,...
L8H16R32,depth1,19 - 61,-42,,,...
L8H16R32,depth1,59 + 43,102,,,...
L8H16R32,depth1,51 + 23,74,,,...
L8H16R32,depth1,78 - 60,18,,,...
L8H16R32,depth1,37 + 99,136,,,...
L8H16R32,depth1,48 + 99,147,,,...
L8H16R32,depth1,12 - 95,-83,,,...
L8H16R32,depth1,53 + 91,144,,,...
L8H16R32,depth1,76 - 22,54,,,...
L4H8R4,depth1,57 + 71,128,,,...
L4H8R4,depth1,43 - 88,-45,,,...
L4H8R4,depth1,65 - 64,1,,,...
L4H8R4,depth1,29 - 53,-24,,,...
L4H8R4,depth1,18 - 46,-28,,,...
L4H8R4,depth1,98 + 95,193,,,...
L4H8R4,depth1,14 + 79,93,,,...
L4H8R4,depth1,24 + 21,45,,,...
L4H8R4,depth1,78 + 71,149,,,...
L4H8R4,depth1,87 - 41,46,,,...
L6H8R16,max,69 + 82,151,,,...
L6H8R16,max,((73 - ((24 + 6) - 84)) - (((1 - 24) + 89) + ((13 - 56) + (64 + 85)))) - 46,-91,,,...
L6H8R16,max,53 - (56 + (((59 - 26) + (81 + 0)) - 56)),-61,,,...
L6H8R16,max,46 - ((((34 + 87) + (48 - 49)) - 8) - 34),-32,,,...
L6H8R16,max,83,83,,,...
L6H8R16,max,53 + 81,134,,,...
L6H8R16,max,61 - ((91 - ((97 + 87) - (90 - 88))) - 24),176,,,...
L6H8R16,max,((((20 + 72) + (39 - 52)) - ((61 + 68) - (12 - 33))) + 93) + ((((43 + 32) + (32 - 32)) - 20) + (((25 + 46) - 42) - ((27 - 14) - (21 - 2)))),112,,,...
L6H8R16,max,81 + 80,161,,,...
L6H8R16,max,41,41,,,...
L4H2R16,depth2,(73 - 42) + (37 + 26),94,,,...
L4H2R16,depth2,34 - (0 - 6),40,,,...
L4H2R16,depth2,32 - (94 - 53),-9,,,...
L4H2R16,depth2,(22 - 1) - 13,8,,,...
L4H2R16,depth2,(62 + 66) - 74,54,,,...
L4H2R16,depth2,(65 + 30) + 4,99,,,...
L4H2R16,depth2,(55 + 41) + (71 - 8),159,,,...
L4H2R16,depth2,(0 + 11) + (76 - 8),79,,,...
L4H2R16,depth2,(52 - 89) + 83,46,,,...
L4H2R16,depth2,(0 - 38) - (31 - 84),15,,,...
L2H8R16,depth5,((((18 + 87) + (93 - 22)) - 62) - (((85 - 69) - (69 - 92)) + ((0 - 38) + (81 + 12)))) + ((((93 + 38) + (69 - 55)) + ((92 + 39) + (66 - 2))) + (95 - ((66 - 50) + 40))),399,,,...
L2H8R16,depth5,((((77 - 87) + (48 + 80)) - ((52 - 42) - (45 - 48))) + (((38 + 70) + (10 + 51)) + ((41 + 3) - (22 + 26)))) - ((((68 - 46) + (0 + 18)) - ((93 - 94) + 73)) - (((16 + 12) - (25 + 16)) - 33)),256,,,...
L2H8R16,depth5,((((71 + 31) - (56 + 55)) - ((26 + 35) - (34 + 65))) + (((1 + 18) + (6 - 68)) + ((98 - 5) + (83 + 19)))) - ((((88 - 8) - (46 - 5)) + ((1 + 42) - (48 - 7))) + (((25 + 75) + (87 - 40)) + ((13 - 7) + 93))),-106,,,...
L2H8R16,depth5,35 - ((((58 - 66) - (34 + 87)) - ((61 + 90) + (8 + 82))) + ((21 - (7 - 82)) - ((79 - 8) - (7 - 88)))),461,,,...
L2H8R16,depth5,((((7 + 70) + (88 - 87)) - (76 + (93 + 67))) + (((90 + 48) + (29 + 53)) + ((25 - 96) - (80 + 3)))) + (81 + (46 + ((34 + 77) + 45))),191,,,...
L2H8R16,depth5,((96 - ((60 + 21) - (87 + 54))) - (((41 + 19) - (87 - 79)) - ((42 + 58) + (15 - 68)))) - ((((0 - 97) - (28 - 31)) - 18) - (((6 - 57) - 81) - ((49 + 52) + (50 + 1)))),-21,,,...
L2H8R16,depth5,((21 - ((45 + 18) - 69)) - (((1 - 42) - (1 - 65)) - ((68 - 42) - (40 - 27)))) + ((((91 + 70) + (90 + 11)) - ((48 + 52) - (49 + 80))) - (((42 - 48) + (99 - 9)) + ((16 - 22) - (77 + 97)))),404,,,...
L2H8R16,depth5,((44 + ((90 - 27) - (59 + 58))) + (((97 - 64) - 17) + ((90 - 93) - (22 - 56)))) - (((71 + (51 + 19)) + ((78 + 97) - (34 - 13))) + (((26 - 68) - (72 - 84)) - ((12 + 26) - (43 - 87)))),-146,,,...
L2H8R16,depth5,((((14 + 81) + (4 + 55)) + ((99 + 91) + (29 - 68))) - (((59 - 22) + (26 - 88)) + 84)) - (86 - (38 + ((39 + 40) - (71 + 49)))),157,,,...
L2H8R16,depth5,((41 - ((96 - 8) + (65 + 45))) + (((98 + 50) - (95 - 93)) - 50)) - ((((56 - 37) + (4 + 49)) + 9) - (((80 + 40) + (92 - 57)) - ((91 - 73) + (65 - 54)))),-16,,,...
L4H16R8,depth1,83 - 3,80,,,...
L4H16R8,depth1,8 - 69,-61,,,...
L4H16R8,depth1,43 - 31,12,,,...
L4H16R8,depth1,45 + 47,92,,,...
L4H16R8,depth1,54 + 90,144,,,...
L4H16R8,depth1,44 + 88,132,,,...
L4H16R8,depth1,87 - 94,-7,,,...
L4H16R8,depth1,67 - 93,-26,,,...
L4H16R8,depth1,17 - 52,-35,,,...
L4H16R8,depth1,91 - 41,50,,,...
L8H8R16,depth4,(((19 - 16) - (1 - 89)) + ((45 - 64) + (47 + 25))) + (((70 + 23) + (73 - 11)) - ((51 - 77) - (12 - 27))),310,,,...
L8H8R16,depth4,(((24 - 27) + (26 + 61)) - ((72 + 13) - 9)) + (33 - ((12 - 32) - (33 + 89))),183,,,...
L8H8R16,depth4,(((89 - 12) + (37 - 35)) + (57 - (14 - 87))) + ((85 - (79 + 5)) - ((94 - 5) + (20 + 28))),73,,,...
L8H8R16,depth4,(((31 - 37) + (98 - 73)) + ((76 + 92) - (47 + 69))) + 20,91,,,...
L8H8R16,depth4,(5 + ((85 - 62) + (65 - 30))) - (((47 - 84) - (69 + 90)) + 72),187,,,...
L8H8R16,depth4,(((73 + 12) + (88 + 87)) - ((4 - 3) - (71 + 92))) + (((78 - 76) - (89 + 64)) - ((58 - 41) - (2 - 45))),211,,,...
L8H8R16,depth4,(((83 + 37) - (84 - 7)) - (30 + (98 - 21))) - ((48 + (37 - 35)) - ((79 + 39) + (20 + 66))),90,,,...
L8H8R16,depth4,(((42 + 99) - (35 + 50)) + ((97 + 97) - (3 + 61))) - 2,184,,,...
L8H8R16,depth4,(((33 - 64) + (55 + 67)) + ((79 + 13) - (66 + 39))) + 38,116,,,...
L8H8R16,depth4,(((77 + 77) + (46 + 76)) - ((54 - 70) + (73 - 75))) + 26,320,,,...
L8H8R16,depth3,((95 - 91) + (19 + 50)) - 30,43,,,...
L8H8R16,depth3,((34 + 80) - (26 + 39)) + ((13 + 80) - (48 - 55)),149,,,...
L8H8R16,depth3,((42 + 60) - (65 + 90)) - ((60 - 6) - (21 + 23)),-63,,,...
L8H8R16,depth3,((97 - 77) + (69 + 68)) + ((81 - 57) + (76 + 68)),325,,,...
L8H8R16,depth3,((23 + 47) - (69 - 0)) + ((99 + 89) - (89 + 20)),80,,,...
L8H8R16,depth3,((44 - 50) - (17 - 71)) - ((94 + 39) + (82 + 15)),-182,,,...
L8H8R16,depth3,((96 + 87) - (55 - 71)) - ((17 + 39) + 73),70,,,...
L8H8R16,depth3,((97 + 9) + (34 + 24)) + ((80 - 99) + (60 - 24)),181,,,...
L8H8R16,depth3,((54 + 32) + (42 - 24)) - ((85 + 71) + (1 - 0)),-53,,,...
L8H8R16,depth3,((84 + 36) - (40 + 71)) + ((46 - 13) - (34 + 79)),-71,,,...
L4H4R32,depth2,(44 - 92) - (88 - 63),-73,,,...
L4H4R32,depth2,(41 - 22) - (24 + 45),-50,,,...
L4H4R32,depth2,(65 - 85) - 82,-102,,,...
